idcontrato;nAnuncio;tipoprocedimento;objectoContrato;dataPublicacao;dataCelebracaoContrato;precoContratual;prazoExecucao;NIPC_entidade_comunicante;entidade_comunicante;fundamentacao
10534989;;Ajuste Direto Regime Geral;Manutenção das centrais telefónicas;01/02/2024;01/01/2024;2710;365;509906478;Centro de Formação Profissional da Indústria Têxtil, Vestuário, Confecção e Lanifícios (Modatex);Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10535062;;Ao abrigo de acordo-quadro (art.º 259.º);723/2023-Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2020/5, 2021/6, 2021/47,  2022/40,  2022/55, 2022/173, 2023/481 para aquisição de medicamentos;01/02/2024;01/01/2024;315,84;366;516487493;Hospital de Vila Franca de Xira, E.P.E.;Artigo 259.º do Código dos Contratos Públicos
10523536;;Ajuste Direto Regime Geral;Prestação de serviços na área de urbanismo e mercado municipal;29/01/2024;02/01/2024;10440;366;506858308;Freguesia de Fernão Ferro;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10523546;18290/2023;Concurso público;190006/2024 Serviços MCDT realização de PET 2024;29/01/2024;24/01/2024;175830;366;506361462;Hospital Distrital de Santarém, E. P. E.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10523559;;Ajuste Direto Regime Geral;Aquisição de uma estação meteorológica;29/01/2024;29/01/2024;17850;90;501201920;Universidade de Évora;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10523567;;Consulta Prévia;CP N.º 10 /PAPELARIA - ECONOMATO/2024;29/01/2024;17/01/2024;4725,02;366;600084388;Agrupamento de Escolas de Seia;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10523597;;Consulta Prévia;Leite Escolar para o ano letivo 2024;29/01/2024;26/01/2024;9389,25;305;600077691;Agrupamento de Escolas Francisco de Holanda, Guimarães;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10523629;;Ajuste Direto Regime Geral;Serviços de limpeza nas lojas da RIAC, sitas nas Ilhas de São Miguel, Santa Maria, Faial, Pico, Graciosa, São Jorge, Terceira, Flores e Corvo;29/01/2024;26/01/2024;34310,28;340;512105413;Agência para a Modernização Administrativa e Qualidade do Serviço ao Cidadão, I. P. - RIAC;Artigo 20.º, alínea a) do Decreto Legislativo Regional n.º 27/2015/A, de 29.12
10523683;;Ajuste Direto Regime Geral;Aquisição de Combustível;29/01/2024;26/01/2024;19850;152;510840590;Freguesia de Santa Maria, São Pedro e Matacães;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10523702;;Ajuste Direto Regime Geral;2524000021 Aquisição de Fardos de Palha;29/01/2024;19/01/2024;4037,5;365;501390642;CASA PIA DE LISBOA, I.P.      ;Artigo 21.º, n.º 1, alínea c) do Código dos Contratos Públicos
10523715;;Consulta Prévia;BUFETE 2024;29/01/2024;26/01/2024;9500;365;600077691;Agrupamento de Escolas Francisco de Holanda, Guimarães;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10523773;;Ajuste Direto Regime Geral;Inserção de anúncios durante o ano 2024;29/01/2024;29/01/2024;5040;337;506788490;Município de Alcochete;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10523776;18202/2023;Concurso público;Contrato de aquisição de serviços de limpeza, conservação e manutenção do Parque Silvestre do Verdeal, no concelho de Santo Tirso;29/01/2024;19/01/2024;57360;731;501306870;Município de Santo Tirso;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10523782;;Ajuste Direto Regime Geral;Contrato de aquisição de serviços na área do turismo;29/01/2024;26/01/2024;10656;340;501175229;Município de Campo Maior;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10523791;;Ajuste Direto Regime Geral;LS_11/00133.62/2024 - Aquisição de Prestação de Serviços de Aluguer de Tenda;29/01/2024;22/01/2024;83400;366;508878462;Unidade Local de Saúde de Entre o Douro e Vouga, E. P. E.;Artigo 26.º, n.º 1, alínea a) do Código dos Contratos Públicos
10523802;;Ao abrigo de acordo-quadro (art.º 258.º);AQUISIÇÃO DE MATERIAL MECÂNICO PARA A ÁGUAS DO NORTE, S.A.. Lote 8.;29/01/2024;26/01/2024;1946,8;30;513606084;Águas do Norte, S. A.;Artigo 258.º do Código dos Contratos Públicos
10523818;;Ajuste Direto Regime Geral;KIT DE BIOPSIA VACUO COM AGULHA 09G 13CMX12MM (REF.091312T);29/01/2024;22/01/2024;9900;91;509822940;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;Artigo 26.º, n.º 1, alínea a) do Código dos Contratos Públicos
10523824;;Ajuste Direto Regime Geral;“Aquisição de serviços de assistência técnica e manutenção de software”;29/01/2024;26/01/2024;10415,48;340;900106590;Centro de Formação Profissional da Indústria de Calçado;Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos
10523831;;Ajuste Direto Regime Geral;40006324 - Prestação de Serviços de fornecimento de alimentação a doentes e pessoal do CHULC - Pólo HCC, janeiro de 2024;29/01/2024;01/01/2024;220136,89;31;508080142;Centro Hospitalar Universitário Lisboa Central, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10523841;;Ajuste Direto Regime Geral;Prestação de Serviços de Telecomunicações Fixas e Móveis;29/01/2024;23/01/2024;130073,76;1461;512074410;Município de Lagoa (Açores);Artigo 20.º, alínea a) do Decreto Legislativo Regional n.º 27/2015/A, de 29.12
10523862;;Consulta Prévia;DRH 2024.0040 - Prestação de serviços, em regime de avença - Aquisição de serviços técnicos para desenvolvimento de projetos e relações internacionais;29/01/2024;26/01/2024;19800;341;510089224;Instituto Português do Desporto e Juventude I.P.;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10523876;;Ajuste Direto Regime Geral;Aquisição de impressos para certificados de suplemento ao diploma;29/01/2024;29/01/2024;16721;60;501201920;Universidade de Évora;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10523887;;Ajuste Direto Regime Geral;ADG-05-2024 - Prestação de Serviços de Coordenação do Mestrado de C&SIG, referente ao ano letivo 2023/2024;29/01/2024;24/01/2024;6500;342;501559094;Universidade Nova de Lisboa;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10523895;;Ao abrigo de acordo-quadro (art.º 259.º);744.2023 - apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2023/438 - Derivados do plasma humano para aquisição de medicamentos derivados do plasma;29/01/2024;23/01/2024;21200;366;507618319;Centro Hospitalar de Lisboa Ocidental, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10523902;;Ao abrigo de acordo-quadro (art.º 258.º);Aquisição de materiais de Instrumentação IV para a Águas do Norte, S.A..Lote 1. 1.ª renovação.;29/01/2024;25/01/2024;1262,78;30;513606084;Águas do Norte, S. A.;Artigo 258.º do Código dos Contratos Públicos
10523905;;Ajuste Direto Regime Geral;Aquisição de Cal Sodada para Ventilador Maquet Flow-I para a Logistica do HSFX;29/01/2024;29/01/2024;1706,4;10;507618319;Unidade Local de Saúde Lisboa Ocidental, EPE (ULSLO);Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos
10523912;;Ao abrigo de acordo-quadro (art.º 259.º);744.2023 - apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2023/438 - Derivados do plasma humano para aquisição de medicamentos derivados do plasma;29/01/2024;23/01/2024;13340;366;507618319;Centro Hospitalar de Lisboa Ocidental, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10523941;18557/2023;Concurso público;Aquisição de combustíveis Rodoviários;29/01/2024;18/01/2024;101497,25;1096;500792887;Imprensa Nacional - Casa da Moeda, S. A.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10523950;;Consulta Prévia;AQUISIÇÃO DE BENS ALIMENTARES PARA O BUFETE;29/01/2024;25/01/2024;3922;366;600078965;Agrupamento de Escolas do Cerco, Porto;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10523953;;Ajuste Direto Regime Geral;Prestação de serviços - Núcleo de Mercados;29/01/2024;26/01/2024;18000;366;506833224;Município de Vila Real de Santo António;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10523962;;Consulta Prévia;FORNECIMENTO E MONTAGEM DE EXPOSITORES PARA A CASA DO BOM JESUS;29/01/2024;24/01/2024;65023;15;512070946;Município da Madalena;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10523972;;Ajuste Direto Regime Geral;Aquisição de Bens Alimentares;29/01/2024;17/01/2024;7505;365;672002612;Escola Básica Integrada de Lagoa;Artigo 24.º, n.º 6, alínea a) do Decreto Legislativo Regional n.º 27/2015/A, de 29.12
10523988;;Ajuste Direto Regime Geral;Aquisição de Bens Alimentares;29/01/2024;17/01/2024;713;365;672002612;Escola Básica Integrada de Lagoa;Artigo 24.º, n.º 6, alínea a) do Decreto Legislativo Regional n.º 27/2015/A, de 29.12
10523990;;Ao abrigo de acordo-quadro (art.º 259.º);Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 492/2023 , 481/2023 , 173/2022 , CP 2022/55, CP 2021/61 e CP 2021/6;29/01/2024;25/01/2024;210;366;508878462;Centro Hospitalar de Entre o Douro e Vouga, E.P.E.;Artigo 259.º do Código dos Contratos Públicos
10524005;;Ajuste Direto Regime Geral;2024-ADRG- AQS-26 - Aquisição de serviços de secretariado para o Gabinete de Apoio aos Órgãos;29/01/2024;26/01/2024;11088;335;510832890;Freguesia de Arroios;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10524007;;Consulta Prévia;2023/CPre/033 - Aquisição de Serviços de Redes, Marketing e Vídeo;29/01/2024;17/01/2024;9792;365;503761877;Instituto Politécnico de Viana do Castelo;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10524009;;Ajuste Direto Regime Geral;Fornecimento de Materiais de Limpeza para o Ano 2024;29/01/2024;26/01/2024;15629,66;365;512074410;Município de Lagoa (Açores);Artigo 20.º, alínea a) do Decreto Legislativo Regional n.º 27/2015/A, de 29.12
10524010;;Consulta Prévia;Aquisição de serviços de desenvolvimento aplicacional, suporte e levantamento técnico das aplicações em utilização no Município de Vila Nova de Gaia.;29/01/2024;24/01/2024;68537;456;505335018;Município de Vila Nova de Gaia;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10524015;;Consulta Prévia;Locação de duas viaturas em regime de aluguer operacional de viaturas;29/01/2024;26/01/2024;34911,36;1096;503024260;ANI - Agência Nacional de Inovação, S. A.;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10524022;;Ao abrigo de acordo-quadro (art.º 258.º);Aquisição de materiais de Instrumentação IV para a Águas do Norte, S.A.;29/01/2024;26/01/2024;4252,5;30;513606084;Águas do Norte, S. A.;Artigo 258.º do Código dos Contratos Públicos
10524227;10621/2023;Concurso público;Empreitada 'REFORMULAÇÃO DO SISTEMA DE DRENAGEM NO DISTRITO DE AVEIRO (2 LOTES)' Desco 10012255;29/01/2024;12/01/2024;499999,95;90;503933813;Infraestruturas de Portugal;Artigo 19.º, alínea b) do Código dos Contratos Públicos
10524235;;Ajuste Direto Regime Geral;Serviços, em regime de tarefa, equiparados à função de assistente operacional.;29/01/2024;09/01/2024;5353;182;510857043;Freguesia de Santa Maria Maior;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10524240;;Ajuste Direto Regime Geral;"OT 2024010431 - REPARAÇÃO DO ELETROENCEFALÓGRAFO
";29/01/2024;29/01/2024;260;5;508142156;Unidade Local de Saúde de Gaia/Espinho, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10524245;10621/2023;Concurso público;Empreitada 'REFORMULAÇÃO DO SISTEMA DE DRENAGEM NO DISTRITO DE AVEIRO (2 LOTES)' Desco 10012255;29/01/2024;12/01/2024;299999,99;90;503933813;Infraestruturas de Portugal;Artigo 19.º, alínea b) do Código dos Contratos Públicos
10524261;;Consulta Prévia;RENOVAÇÃO DA INFRAESTRURUTA DE REDE DA ESCOLA EB1 E JARDIM DE INFÂNCIA DA COCA MARAVILHAS;29/01/2024;24/01/2024;43484,19;120;505309939;Município de Portimão;Artigo 19.º, alínea c) do Código dos Contratos Públicos
10524298;;Ajuste Direto Regime Geral;AQUISIÇÃO DE COMBUSTIVEIS RODOVIÁRIOS A GRANEL;29/01/2024;16/01/2024;18000;366;506638995;Freguesia de Cercal;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10524344;;Ao abrigo de acordo-quadro (art.º 259.º);Q2/459/2024 - Aquisição de absorvente anatómico ;29/01/2024;25/01/2024;4870;90;509822932;Unidade Local de Saúde da Região de Leiria, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10524349;;Consulta Prévia;Requalificação de Infraestruturas Elétricas e de Telecomunicações no Largo General Humberto Delgado e vias adjacentes – Torres Novas;29/01/2024;24/01/2024;80236,86;90;506608972;Município de Torres Novas;Artigo 19.º, alínea c) do Código dos Contratos Públicos
10524351;;Ajuste Direto Regime Geral; Aquisição de gás propano em garrafa;29/01/2024;24/01/2024;1343;366;600038106;Serviços de Ação Social da Universidade de Coimbra;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10524354;;Ajuste Direto Regime Geral;Serviços de reparação e manutenção das viaturas da frota municipal de marca Volvo;29/01/2024;04/01/2024;32520,33;365;506173968;Município do Seixal;Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos
10524424;;Ajuste Direto Regime Geral;Prestação de serviços técnicos especializados de manutenção, desenvolvimento e acompanhamento do programa Mobilidade Operação Bicicleta de Albergaria-a-Velha (MOB.A), em complemento com outros projetos que o constituem ;29/01/2024;26/01/2024;19500;340;506783146;Município de Albergaria-a-Velha;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10524435;;Ajuste Direto Regime Geral;Manutenção Preventiva de Caldeiras e de Termocumuladores nos Edifícios Municipais;29/01/2024;19/01/2024;5912;365;505410850;Município de Sobral de Monte Agraço;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10524442;;Consulta Prévia;DESEMPENHO DE FUNÇÕES NO ÂMBITO DE TRABALHO A NÍVEL OPERACIONAL – BETUMINOSO (LOTE A,B e C).;29/01/2024;15/01/2024;9442,4;335;506632920;Município da Póvoa de Lanhoso;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10524443;;Ajuste Direto Regime Geral;Serviços de Medicina Geral;29/01/2024;12/01/2024;4770;366;501426892;Fundação Irene Rolo;Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos
10524457;;Consulta Prévia;1120P/2023 Aquisição de produtos químicos para tratamento de águas e desinfecção p/ stock armazém;29/01/2024;24/01/2024;20000;730;506608972;Município de Torres Novas;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10524461;;Ajuste Direto Regime Geral;Serviços de limpeza;29/01/2024;10/01/2024;4400;123;510835074;União das Freguesias de Benavila e Valongo;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10524469;;Ajuste Direto Regime Geral;PC.106.2023.0001997 - Aluguer de 12 Purificadores de Água.;29/01/2024;29/01/2024;6480;1096;501460888;IHRU Instituto da Habitação e da Reabilitação Urbana;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10524482;;Consulta Prévia;Aquisição de Serviços para Elaboração de Estudo Parque de Lazer Fluvial da Ribeira da Granja - Soito;29/01/2024;29/01/2024;25000;91;506811662;Município de Sabugal;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10524491;;Ao abrigo de acordo-quadro (art.º 258.º);Aquisição de materiais de segurança para a Águas do Norte, S.A.;29/01/2024;29/01/2024;84;30;513606084;Águas do Norte, S. A.;Artigo 258.º do Código dos Contratos Públicos
10524528;;Ajuste Direto Regime Geral;Aquisição de Serviços de Assessoria Jurídica.;29/01/2024;23/01/2024;36000;365;512043701;Município de Vila Franca do Campo;Artigo 20.º, alínea a) do Decreto Legislativo Regional n.º 27/2015/A, de 29.12
10524622;;Ao abrigo de acordo-quadro (art.º 259.º);Q2/407/2024 - Aquisição de resguardo p/ incontinente em papel textilizado ;29/01/2024;29/01/2024;1695;90;509822932;Unidade Local de Saúde da Região de Leiria, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10524647;;Consulta Prévia;"Empreitada 2023_26 DIT(IVE) Conclusão das Obras de Urbanização do Alvará de Loteamento 02/2003 na rua Carreiro da Fonte em Torres Novas
";29/01/2024;15/01/2024;101967;120;506608972;Município de Torres Novas;Artigo 19.º, alínea c) do Código dos Contratos Públicos
10524677;;Ajuste Direto Regime Geral;Serviços de limpeza;29/01/2024;10/01/2024;4400;369;510835074;União das Freguesias de Benavila e Valongo;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10524697;;Ajuste Direto Regime Geral;Contratação de serviços na Área do Turismo;29/01/2024;26/01/2024;10656;340;501175229;Município de Campo Maior;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10524707;;Ajuste Direto Regime Geral;Aquisição de serviços para reforço da iluminação da nove da P50 do COP;29/01/2024;29/01/2024;5950;31;506415082;Município de Coimbra;Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos
10524758;;Ajuste Direto Regime Geral;AQUISIÇÃO DE 4 CONJUNTOS DE ESTRADOS PARA REPARAÇÃO DAS CAMAS;29/01/2024;23/01/2024;885,12;20;508142156;Unidade Local de Saúde de Gaia/Espinho, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10524759;18627/2023;Concurso público;Fornecimento contínuo de bens alimentares de mercearia para os estabelecimentos de educação e ensino do concelho de Lousada - ano de 2024;29/01/2024;19/01/2024;220530,14;366;505279460;Município de Lousada;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos
10524763;;Ajuste Direto Regime Geral;241G000203 - AQUISIÇÃO DE QUISTO HIDATICO TESTE DET PARA O ANO DE 2024;29/01/2024;29/01/2024;998,64;351;508481287;Unidade Local de Saúde de Santa Maria, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos
10524766;;Ajuste Direto Regime Geral;"AQUISIÇÃO DE VIATURA COM CAIXA BASCULANTE TRILATERAL PARA INTEGRAÇÃO DA FROTA AUTOMÓVEL DO MUNICÍPIO DE MACHICO
";29/01/2024;12/01/2024;42420,72;180;511239440;Câmara Municipal de Machico;Artigo 24.º, n.º 1, alínea a) do Código dos Contratos Públicos
10524953;;Consulta Prévia;MATERIAL CONSUMO HOTELEIRO;29/01/2024;26/01/2024;3273,2;337;506361438;Instituto Português de Oncologia de Coimbra Francisco Gentil, E. P. E.;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10525002;21213/2023;Concurso público;NCP20230109 - PERAC - Artigos Exclusivos do B.O - Previsão 2024;29/01/2024;29/01/2024;157166,35;337;511228848;Serviço de Saúde da Região Autónoma da Madeira,EPE;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10525064;;Consulta Prévia;CP 138/2023/DICP - Aquisição de colunas e luminárias para a Zona Central de Leiria ;29/01/2024;29/01/2024;74820;180;505181266;Município de Leiria;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10525127;;Ajuste Direto Regime Geral;AQUISIÇÃO DE SERVIÇOS DE MANUTENÇÃO/GESTÃO DE VIATURAS;29/01/2024;29/01/2024;12936;366;680033629;Serviços Municipalizados de Setubal;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10525139;;Ajuste Direto Regime Geral;Ajuste Direto Fornecimento de Som para a Realização da Festa das Estrelas, do Carnaval e da Flor;29/01/2024;26/01/2024;14000;7;512013241;Município de Ribeira Grande;Artigo 20.º, alínea a) do Decreto Legislativo Regional n.º 27/2015/A, de 29.12
10525146;;Ao abrigo de acordo-quadro (art.º 258.º);AQUISIÇÃO DE MATERIAIS DE INSTRUMENTAÇÃO (MEDIDORES DE CAUDAL) PARA A ÁGUAS DO NORTE, S.A.. 1.ª renovação.;29/01/2024;26/01/2024;3143,9;30;513606084;Águas do Norte, S. A.;Artigo 258.º do Código dos Contratos Públicos
10525149;;Ajuste Direto Regime Geral;Aquisição de Obras de Arte;29/01/2024;25/01/2024;5500;8;506884929;Município de Celorico de Basto;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10525157;;Ajuste Direto Regime Geral;SUBSTITUIÇÃO DO CARTÃO DE MEMÓRIA DO HOLTER;29/01/2024;23/01/2024;252,35;20;508142156;Unidade Local de Saúde de Gaia/Espinho, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10525159;;Ajuste Direto Regime Geral;" Aquisição serviços de transporte rodoviário de passageiros com finalidade específica
";29/01/2024;08/01/2024;5170;10;502077352;Centro de Formação Profissional da Industria Metalúrgica e Metalomecânica (CENFIM);Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10525200;20531/2023;Concurso público;Elaboração de Projetos de Investimento de 1.ª fase PT 2030;29/01/2024;22/01/2024;42200;1096;515957631;Águas Públicas da Serra da Estrela, SA;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10525217;;Ao abrigo de acordo-quadro (art.º 258.º);Aquisição de materiais de Instrumentação IV para a Águas do Norte, S.A.. Lote 1. 1.ª renovação.;29/01/2024;26/01/2024;3130,48;30;513606084;Águas do Norte, S. A.;Artigo 258.º do Código dos Contratos Públicos
10525241;;Ajuste Direto Regime Geral;Aquisição de serviços para apresentação do espetáculo IVAN LINS - A GENTE MERECE SER FELIZ, no âmbito da programação do Theatro Circo.;29/01/2024;20/01/2024;32000;140;500463964;Teatro Circo de Braga, E. M., S. A.;Artigo 24.º, n.º 1, alínea e), subalínea i) do Código dos Contratos Públicos
10525247;;Ajuste Direto Regime Geral;241G000039 - RECEPTOR FOSFOLIPASE A2 (PLA2R) (IG G) (PLURIANUAL 2024-2026);29/01/2024;01/01/2024;9180;1096;508481287;Unidade Local de Saúde de Santa Maria, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos
10525250;;Consulta Prévia;Reparação de viatura de recolha de resíduos sólidos urbanos (RSU's) - MAN, matricula 35-76-ZH.;29/01/2024;15/01/2024;10371,93;5;505161974;Município de Mêda;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10525257;;Ajuste Direto Regime Geral;AQUISIÇÃO DE ALMOFADAS REDUTORAS DE VELOCIDADE;29/01/2024;26/01/2024;13420;20;505311313;Município de Odemira;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10525272;16600/2023;Concurso público;Aquisição de pá carregadora para movimentação de biorresíduos e composto;29/01/2024;04/01/2024;198578;240;504895788;Resialentejo - Tratamento e Valorização de Resíduos, E. I. M.;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos
10525285;;Ao abrigo de acordo-quadro (art.º 258.º);PROC-DP-12/2023 - Ajuste Direto ao Abrigo de Acordo Quadro Singular para a Aquisição de Acessórios e Equipamentos de Médio e Grande Porte para Infraestruturas de Água Potável, nomeadamente Material Mecânico, Eletromecânico, Tubagens Metálicas - LOTE III;29/01/2024;26/01/2024;656,04;84;514310774;Águas do Douro e Paiva, S. A.;Artigo 258.º do Código dos Contratos Públicos
10525318;;Ajuste Direto Regime Geral;Prestação de serviços de apoio informático para o ano de 2024 (001/AjD/2024);29/01/2024;29/01/2024;9228,66;366;501897968;Centro Protocolar de Formação Profissional para Jornalistas - CENJOR;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10525381;;Consulta Prévia;Aquisição de Serviços de Fotografia;29/01/2024;23/01/2024;44500;1096;501157280;Município de Santa Maria da Feira;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10525439;;Ajuste Direto Regime Geral;AJD01/OA/2024  Publicação de anúncio para objeto principal a publicação de anúncio  em meia página de publicação nacional;29/01/2024;22/01/2024;6000;1;500965099;Ordem dos Advogados;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10525461;;Ao abrigo de acordo-quadro (art.º 259.º);241000073 - Aquisição de medicamentos diversos;29/01/2024;24/01/2024;156;342;508481287;Unidade Local de Saúde de Santa Maria, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10525466;;Ajuste Direto Regime Geral;Aquisição de serviços jurídicos especializados de apoio à contratação pública;29/01/2024;29/01/2024;19000;731;680017640;Serviços Municipalizados de Castelo Branco;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10525468;;Ao abrigo de acordo-quadro (art.º 259.º);744.2023 - apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2023/438 - Derivados do plasma humano para aquisição de medicamentos derivados do plasma;29/01/2024;29/01/2024;20467,74;366;509309844;Unidade Local de Saúde de Castelo Branco, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10525518;;Ajuste Direto Regime Geral;Aquisição de serviços de alimentação para elementos das equipas artísticas afetas aos projetos da programação do Theatro Circo.;29/01/2024;24/01/2024;3000;337;500463964;Teatro Circo de Braga, E. M., S. A.;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10525545;;Ajuste Direto Regime Geral;Aquisição de TAVI;29/01/2024;25/01/2024;16500;20;509821197;Unidade Local de Saúde de São João, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10525599;;Ao abrigo de acordo-quadro (art.º 258.º);Aquisição de serviços de transporte de água com recurso a autotanque.;29/01/2024;25/01/2024;1440;30;513606084;Águas do Norte, S. A.;Artigo 258.º do Código dos Contratos Públicos
10525631;284/2020;Concurso público;19CC31CPI018 - Prestação de Serviços de Rede de Dados Distribuída e Centro de Dados Secundário para a Santa Casa da Misericórdia de Lisboa;29/01/2024;29/01/2024;1029000;1826;500745471;Santa Casa da Misericórdia de Lisboa;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos
10525633;;Ao abrigo de acordo-quadro (art.º 259.º);"Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2020/61; 2021/12; 2021/55; 2021/6; 2021/61; 2022/173; 2022/40; 2022/55; 2023/304; 2023/481 para aquisição de medicamentos.";29/01/2024;29/01/2024;14756,04;366;509309844;Unidade Local de Saúde de Castelo Branco, EPE;Artigo 259.º do Código dos Contratos Públicos
10525847;;Consulta Prévia;Aquisição de Produtos alimentares;29/01/2024;23/01/2024;564;338;600081850;Agrupamento de Escolas Virgínia Moura, Guimarães;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10525893;;Consulta Prévia;Aquisição de gases especiais para a FFUP;29/01/2024;29/01/2024;68514,8;1073;501413197;Universidade do Porto;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10525927;;Ajuste Direto Regime Geral;Aquisição de Serviços de Telecomunicações Convergentes, Voz, Dados, Internet, Serviços Cloud, Acessos Internet para WiFi4EU 2024/2025;29/01/2024;29/01/2024;49201,2;731;512075506;Município de Velas;Artigo 20.º, alínea a) do Decreto Legislativo Regional n.º 27/2015/A, de 29.12
10525928;;Consulta Prévia;2524000037 Aluguer de 3 Viaturas Hibridas em Rent-a-car;29/01/2024;29/01/2024;18117;335;501390642;CASA PIA DE LISBOA, I.P.      ;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10526133;;Consulta Prévia;copos colheres e palhinhas para 24 meses;29/01/2024;19/01/2024;15862;731;507606787;Centro Hospitalar de Setúbal, E. P. E.;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
